url,url_length,https,total_links,safe_links,non_safe_links,length,status,tld,sentiment,label,bad_words
http://sourceforge.net/projects/jtextcheck/,43,0,22,21,1,4946,1,net,0.1433712121212121,Good,0
http://www.gamespot.com/ps2/action/timesplitters/review.html,60,0,39,31,8,7295,1,com,-0.0092592592592592,Good,0
http://scientifictranslations.co.uk,35,0,87,85,2,41648,1,co.uk,0.1645502645502645,Good,0
http://www.steuben.com/,23,0,3,2,1,4086,1,com,0.2734910922410922,Good,0
http://www.aginfo.com.au/amtf/,30,0,0,0,0,195,0,com.au,0.0,Good,0
http://www.zebo-werkzeuge.de,28,0,5,0,5,1462,1,de,0.0,Good,0
http://www.captaincynic.com/forum.php3/frmid=15,47,0,0,0,0,190,0,com,-0.0833333333333333,Good,0
http://www.eckmann.com,22,0,4,2,2,3171,1,com,0.2677083333333333,Good,0
http://www.orcl-toolbox.com,27,0,0,0,0,3461,1,com,0.1338744588744588,Good,0
http://webmonkey88.tripod.com/sailplaneland,43,0,8,0,8,367,1,com,0.6,Good,0
http://happythings.typepad.com/happythings/,43,0,13,8,5,1422,1,com,0.2977272727272727,Good,0
http://www.umich.edu/~driving/shortcourse/,42,0,7,1,6,1067,1,edu,0.0399305555555555,Good,0
http://members.tripod.com/bluesbreakers/,40,0,1,0,1,457,1,com,0.1878787878787878,Good,0
http://www.stats.gla.ac.uk/steps/,33,0,0,0,0,28,1,ac.uk,-0.25,Good,0
http://www.kansascityfed.org,28,0,29,29,0,8538,1,org,0.14,Good,0
http://www.mcosgrove.com/,25,0,0,0,0,162,0,com,0.5,Good,0
http://www.prettypleasedesigns.com/,35,0,0,0,0,162,0,com,0.5,Good,0
http://www.swanboat.org,23,0,1,1,0,145,1,org,0.175,Good,0
http://www.captainvans.com/,27,0,31,30,1,2588,1,com,0.4337719298245613,Good,0
http://www.sportscountrycamp.com/,33,0,0,0,0,7,1,com,0.0,Good,0
http://www.somedancersandmusicians.com,38,0,0,0,0,55,1,com,0.0,Good,0
http://www.indict.org.uk/,25,0,1,1,0,162,1,org.uk,0.0,Good,0
http://www.midwestdressage.org/,31,0,6,5,1,7439,1,org,0.1713047138047138,Good,0
http://www.mechdc.com,21,0,11,11,0,1416,1,com,0.13125,Good,0
http://www.historicalkits.co.uk/middlesbrough/middlesbrough.htm,63,0,2,0,2,508,0,co.uk,-0.0819444444444444,Good,0
http://www.nimh.nih.gov/,24,0,14,8,6,10870,1,gov,0.0736111111111111,Good,0
http://www.tccoa.com/,21,0,10,10,0,2064,1,com,0.2517482517482518,Good,0
http://www.baldosalami.it/en/index.htm,38,0,4,1,3,615,0,it,-0.05,Good,0
http://www.elitecertify.com/,28,0,86,86,0,10347,1,com,0.2142857142857142,Good,0
http://www.angelfire.com/fl/atjournal/,38,0,0,0,0,684,1,com,0.2017361111111111,Good,0
http://www.widomaker.com/~dusty/,32,0,0,0,0,123,0,com,0.0,Good,0
http://www.marywhitecloud.com/,30,0,0,0,0,162,0,com,0.5,Good,0
http://www.btinternet.com/~derekn,33,0,0,0,0,0,0,com,0.0,Good,0
http://www.thewilltodo.com,26,0,1,1,0,145,1,com,0.175,Good,0
http://www.spinnhuette.de/,26,0,5,5,0,2778,1,de,0.0,Good,0
http://aboutsubs.com/,21,0,0,0,0,1446,1,com,-0.0682539682539682,Good,0
http://www.mstarlabs.com/,25,0,1,0,1,1413,1,com,0.1514204545454545,Good,0
http://www.islandgis.com,24,0,0,0,0,162,0,com,0.5,Good,0
http://www.if-legends.org/~adventure/fsf_adventures.html,56,0,0,0,0,143,0,org,0.0,Good,0
http://www.seattleaa.org/,25,0,82,79,3,3922,1,org,0.0652972027972028,Good,0
http://imdb.com/name/nm0680795/,31,0,0,0,0,32,0,com,0.0,Good,0
http://www.netmaps.net/,23,0,315,315,0,8662,1,net,0.1333333333333333,Good,0
http://www.creativechemistry.com/,33,0,0,0,0,195,0,com,0.0,Good,0
http://www.informatik.uni-trier.de/~ley/db/conf/colt/index.html,63,0,1106,1076,30,26825,1,de,0.125,Good,0
http://garagedoorpartsales.com/,31,0,0,0,0,139,1,com,0.0,Good,0
http://na.fasson.com/frna/frnasite.nsf/pg/l3b2c6?opendocument,61,0,101,95,6,5030,0,com,0.0008771929824561,Good,0
http://www.questtechnologiesinc.com/,36,0,5,5,0,2107,1,com,0.2771074380165289,Good,0
http://www.bizfon.com/,22,0,53,53,0,2866,1,com,0.151984126984127,Good,0
http://www.geocities.com/tokyo/highrise/4298/index.html,55,0,105,104,1,11469,1,com,0.0720012626262626,Good,0
http://happy-memories.com,25,0,0,0,0,0,1,com,0.0,Good,0
http://www.fovea-group.com/,27,0,76,55,21,12301,1,com,0.2781573498964803,Good,0
http://www.whaleofatale.net/wordpress_reviews/,46,0,0,0,0,162,0,net,0.5,Good,0
http://www.lawyers.com/injury/,30,0,28,27,1,6933,0,com,0.0549019607843137,Good,0
http://www.kstatecollegian.com/,31,0,185,175,10,5608,1,com,0.2460227272727272,Good,0
http://www.feuille-erable.org/accueil_cycle.htm,47,0,29,29,0,1061,0,org,0.0,Good,0
http://www.moshereiss.org,25,0,23,22,1,5027,1,org,0.2281818181818181,Good,0
http://www.cityinmotion.org/,28,0,33,33,0,2903,1,org,0.1587585034013605,Good,0
http://www.blackfeetculturecamp.com,35,0,62,6,56,3316,1,com,0.2740575396825396,Good,0
http://www.bradylabid.com/,26,0,0,0,0,76,0,com,0.0,Good,0
http://www.holotouch.com/,25,0,0,0,0,352,1,com,0.2,Good,0
http://www.danacord.dk/comp-dk/langgaard.html,45,0,1,0,1,12476,1,dk,0.0,Good,0
http://www.crispell.org/,24,0,5,5,0,1097,0,org,0.2166666666666666,Good,0
http://www.lazydogutilities.com/,32,0,1,0,1,6548,1,com,0.0,Good,0
http://www.idtech.be/,21,0,3,1,2,6236,1,be,-0.0421085858585858,Good,0
http://www.muschi-feuchte.de/,29,0,0,0,0,42,0,de,0.0,Good,0
http://www.csjsl.org/,21,0,88,88,0,4331,1,org,0.3401515151515151,Good,0
http://www.finefoodnetwork.com/,31,0,8,7,1,1071,1,com,0.1307692307692307,Good,0
http://www.emcit.com/emcits01.shtml,35,0,26,0,26,1093,1,com,0.1083597883597883,Good,0
http://www.travellersinegypt.org/,33,0,34,34,0,1140,0,org,0.3090909090909091,Good,0
http://www.ironhillkennels.com/,31,0,0,0,0,148,1,com,0.0,Good,0
http://www.focusonfiction.net/,30,0,0,0,0,162,0,net,0.5,Good,0
http://www.geocities.com/letthisbethereason/index.html,54,0,105,104,1,11477,1,com,0.0699179292929292,Good,0
http://www.grainteractive.com/,30,0,98,98,0,5686,1,com,0.5,Good,0
http://www.lighthouse-baptist.net/,34,0,0,0,0,45,0,net,0.0,Good,0
http://www.blueriversystems.com/,32,0,1,1,0,145,1,com,0.175,Good,0
http://www.precisionwaveguide.com,33,0,0,0,0,47,1,com,0.0,Good,0
http://groups.yahoo.com/group/charmcitycoven/,45,0,105,104,1,11470,1,com,0.0720012626262626,Good,0
http://www.changedbygrace.com,29,0,54,54,0,5501,1,com,0.3924242424242425,Good,0
http://www.kform.de,19,0,0,0,0,46,1,de,0.0,Good,0
http://www.braxxon.co.uk,24,0,0,0,0,10,1,co.uk,0.0,Good,0
http://www.habmigern2003.info/biogas/biofuels.html,50,0,1,1,0,145,1,info,0.175,Good,0
http://modernosmuebles.com/,27,0,218,218,0,12253,1,com,0.1896464646464646,Good,0
http://www.jarusa.com/nature/,29,0,79,0,79,1580,1,com,0.3083333333333333,Good,0
http://www.nwfootball.net/cougars/,34,0,0,0,0,48,1,net,0.0,Good,0
http://www.imodium.com/,23,0,31,31,0,6482,1,com,0.2712962962962962,Good,0
http://vonhapsburg.homestead.com/barfdiet.html,46,0,0,0,0,99,1,com,-0.3,Good,0
http://www.perspective.com/nature/animalia/,43,0,6,6,0,1120,0,com,0.0,Good,0
http://2bnthewild.com,21,0,4,0,4,1327,1,com,-0.0311771561771561,Good,0
http://www.householdink.com/headless.htm,40,0,23,5,18,31711,1,com,0.1797202797202797,Good,0
http://www.stronghealth.com/services/cancer/aboutuscancer/highlandradiation.cfm,79,0,4,4,0,388,0,com,-0.1777777777777777,Good,0
http://www.hefko.com/,21,0,31,31,0,5003,1,com,0.366750295159386,Good,0
http://www.andersonleather.homestead.com,40,0,5,0,5,3077,1,com,0.2152597402597402,Good,0
http://tools.ietf.org/html/rfc2073,34,0,4,4,0,15764,1,org,0.03125,Good,0
http://www.uymp.co.uk/composers/lutyens1.htm,44,0,0,0,0,52,0,co.uk,0.0,Good,0
http://www.dynamic.it/,22,0,52,51,1,1385,1,it,0.075,Good,0
http://www.geocities.com/stegob/fieldgurcheart.html,51,0,105,104,1,11472,1,com,0.0838274044795783,Good,0
http://www.criswell.edu/,24,0,0,0,0,38,0,edu,0.0,Good,0
http://www.marshall.edu/deltazeta,33,0,0,0,0,257,0,edu,-0.5,Good,0
http://www.soaringwords.org/,28,0,30,27,3,46007,1,org,0.1753543499511241,Good,0
http://www.musicstreetjournal.com/,34,0,8,0,8,17940,1,com,0.0541334396597554,Good,0
http://architecture.arizona.edu/,32,0,48,44,4,11791,1,edu,0.2081709956709956,Good,0
http://www.senate.gov/artandhistory/history/common/generic/vp_spiro_agnew.htm,77,0,2,1,1,3887,1,gov,0.1128246753246753,Good,0
http://www.csssaints.com/index.asp?path=msoc&amp;tab=mens,57,0,0,0,0,0,0,com,0.0,Good,0
http://www.carlsonsantiques.com,31,0,94,94,0,4206,1,com,0.1097222222222222,Good,0
http://republika.pl/completorium/carols.htm,43,0,483,481,2,19892,1,pl,0.0,Good,0
http://www.binding.com/,23,0,80,80,0,3181,1,com,0.3058802308802308,Good,0
http://www.isolite.com/,23,0,0,0,0,38,0,com,0.0,Good,0
http://www.geocities.com/p_nut84/index.html,43,0,105,104,1,11470,1,com,0.0624545454545454,Good,0
http://www.geocities.com/vivekanand_saini/,42,0,105,104,1,11476,1,com,0.0816534914361001,Good,0
http://www.kezar.de,19,0,2,0,2,768,1,de,0.0,Good,0
http://www.mcachicagostore.org/,31,0,13,13,0,5487,1,org,0.211038961038961,Good,0
http://www.sczetas.com,22,0,1,1,0,145,1,com,0.175,Good,0
http://www.uncc.edu/jvanoate/k9/dogs.htm,40,0,27,27,0,1249,0,edu,0.0375,Good,0
